Date,"Close Price"
"2017-05-14 00:00:00",1759.96
"2017-05-14 00:01:00",1760.07
"2017-05-14 00:02:00",1760.26
"2017-05-14 00:03:00",1760.19
"2017-05-14 00:04:00",1760.56
"2017-05-14 00:05:00",1760.93
"2017-05-14 00:06:00",1761.07
"2017-05-14 00:07:00",1760.95
"2017-05-14 00:08:00",1761.41
"2017-05-14 00:09:00",1761.39
"2017-05-14 00:10:00",1761.56
"2017-05-14 00:11:00",1760.76
"2017-05-14 00:12:00",1759.83
"2017-05-14 00:13:00",1760.12
"2017-05-14 00:14:00",1760.97
"2017-05-14 00:15:00",1761.87
"2017-05-14 00:16:00",1761.62
"2017-05-14 00:17:00",1761.4
"2017-05-14 00:18:00",1762.31
"2017-05-14 00:19:00",1762.85
"2017-05-14 00:20:00",1765.39
"2017-05-14 00:21:00",1766.74
"2017-05-14 00:22:00",1768.81
"2017-05-14 00:23:00",1769.29
"2017-05-14 00:24:00",1767.52
"2017-05-14 00:25:00",1768.17
"2017-05-14 00:26:00",1769.95
"2017-05-14 00:27:00",1770.66
"2017-05-14 00:28:00",1770.31
"2017-05-14 00:29:00",1766.86
"2017-05-14 00:30:00",1768.38
"2017-05-14 00:31:00",1768.92
"2017-05-14 00:32:00",1769.93
"2017-05-14 00:33:00",1769.93
"2017-05-14 00:34:00",1770.38
"2017-05-14 00:35:00",1770.46
"2017-05-14 00:36:00",1770.44
"2017-05-14 00:37:00",1770.6
"2017-05-14 00:38:00",1770.87
"2017-05-14 00:39:00",1770.99
"2017-05-14 00:40:00",1771.81
"2017-05-14 00:41:00",1772.05
"2017-05-14 00:42:00",1771.08
"2017-05-14 00:43:00",1771.09
"2017-05-14 00:44:00",1770.44
"2017-05-14 00:45:00",1771.44
"2017-05-14 00:46:00",1771.44
"2017-05-14 00:47:00",1771.49
"2017-05-14 00:48:00",1771.6
"2017-05-14 00:49:00",1770.84
"2017-05-14 00:50:00",1771.27
"2017-05-14 00:51:00",1769.9
"2017-05-14 00:52:00",1771.11
"2017-05-14 00:53:00",1771.24
"2017-05-14 00:54:00",1770.3
"2017-05-14 00:55:00",1770.94
"2017-05-14 00:56:00",1771.6
"2017-05-14 00:57:00",1772.12
"2017-05-14 00:58:00",1772.14
"2017-05-14 00:59:00",1772.17
"2017-05-14 01:00:00",1773.2
"2017-05-14 01:01:00",1773.82
"2017-05-14 01:02:00",1773.29
"2017-05-14 01:03:00",1773.31
"2017-05-14 01:04:00",1773.63
"2017-05-14 01:05:00",1773.64
"2017-05-14 01:06:00",1774.32
"2017-05-14 01:07:00",1774.82
"2017-05-14 01:08:00",1774.73
"2017-05-14 01:09:00",1774.83
"2017-05-14 01:10:00",1775.94
"2017-05-14 01:11:00",1770.8
"2017-05-14 01:12:00",1780.23
"2017-05-14 01:13:00",1779.77
"2017-05-14 01:14:00",1770.84
"2017-05-14 01:15:00",1779.22
"2017-05-14 01:16:00",1779.31
"2017-05-14 01:17:00",1779.44
"2017-05-14 01:18:00",1778.9
"2017-05-14 01:19:00",1767.49
"2017-05-14 01:20:00",1778.79
"2017-05-14 01:21:00",1779.76
"2017-05-14 01:22:00",1780.98
"2017-05-14 01:23:00",1781.13
"2017-05-14 01:24:00",1782.33
"2017-05-14 01:25:00",1782.79
"2017-05-14 01:26:00",1783.01
"2017-05-14 01:27:00",1783.4
"2017-05-14 01:28:00",1782.93
"2017-05-14 01:29:00",1782.78
"2017-05-14 01:30:00",1782.61
"2017-05-14 01:31:00",1782.16
"2017-05-14 01:32:00",1782.53
"2017-05-14 01:33:00",1783.93
"2017-05-14 01:34:00",1783.56
"2017-05-14 01:35:00",1784.27
"2017-05-14 01:36:00",1782.94
"2017-05-14 01:37:00",1784.52
"2017-05-14 01:38:00",1784.23
"2017-05-14 01:39:00",1784.84
"2017-05-14 01:40:00",1782.54
"2017-05-14 01:41:00",1782.84
"2017-05-14 01:42:00",1783.26
"2017-05-14 01:43:00",1783.61
"2017-05-14 01:44:00",1784.29
"2017-05-14 01:45:00",1784.2
"2017-05-14 01:46:00",1783.48
"2017-05-14 01:47:00",1783.46
"2017-05-14 01:48:00",1783.84
"2017-05-14 01:49:00",1784.23
"2017-05-14 01:50:00",1784.18
"2017-05-14 01:51:00",1783.81
"2017-05-14 01:52:00",1784.1
"2017-05-14 01:53:00",1783.99
"2017-05-14 01:54:00",1784.14
"2017-05-14 01:55:00",1783.73
"2017-05-14 01:56:00",1783.69
"2017-05-14 01:57:00",1783.46
"2017-05-14 01:58:00",1783.15
"2017-05-14 01:59:00",1780.83
"2017-05-14 02:00:00",1781.6
"2017-05-14 02:01:00",1781.76
"2017-05-14 02:02:00",1782.06
"2017-05-14 02:03:00",1782.18
"2017-05-14 02:04:00",1782.19
"2017-05-14 02:05:00",1781.15
"2017-05-14 02:06:00",1781.33
"2017-05-14 02:07:00",1781.65
"2017-05-14 02:08:00",1781.82
"2017-05-14 02:09:00",1782.17
"2017-05-14 02:10:00",1782.29
"2017-05-14 02:11:00",1782.05
"2017-05-14 02:12:00",1781.96
"2017-05-14 02:13:00",1778.86
"2017-05-14 02:14:00",1779.16
"2017-05-14 02:15:00",1779.88
"2017-05-14 02:16:00",1778.67
"2017-05-14 02:17:00",1779.03
"2017-05-14 02:18:00",1779.65
"2017-05-14 02:19:00",1779.83
"2017-05-14 02:20:00",1779.96
"2017-05-14 02:21:00",1779.95
"2017-05-14 02:22:00",1780.02
"2017-05-14 02:23:00",1779.85
"2017-05-14 02:24:00",1779.05
"2017-05-14 02:25:00",1778.52
"2017-05-14 02:26:00",1774.59
"2017-05-14 02:27:00",1773.74
"2017-05-14 02:28:00",1772.87
"2017-05-14 02:29:00",1771.13
"2017-05-14 02:30:00",1769.71
"2017-05-14 02:31:00",1766.6
"2017-05-14 02:32:00",1766.4
"2017-05-14 02:33:00",1766.07
"2017-05-14 02:34:00",1763.05
"2017-05-14 02:35:00",1764.47
"2017-05-14 02:36:00",1767.17
"2017-05-14 02:37:00",1765.16
"2017-05-14 02:38:00",1766.22
"2017-05-14 02:39:00",1767.91
"2017-05-14 02:40:00",1767.96
"2017-05-14 02:41:00",1768.24
"2017-05-14 02:42:00",1767.93
"2017-05-14 02:43:00",1766.07
"2017-05-14 02:44:00",1765.78
"2017-05-14 02:45:00",1761.83
"2017-05-14 02:46:00",1759.1
"2017-05-14 02:47:00",1758.67
"2017-05-14 02:48:00",1757.33
"2017-05-14 02:49:00",1756.47
"2017-05-14 02:50:00",1755.99
"2017-05-14 02:51:00",1758.09
"2017-05-14 02:52:00",1759.81
"2017-05-14 02:53:00",1760.35
"2017-05-14 02:54:00",1760.79
"2017-05-14 02:55:00",1760.84
"2017-05-14 02:56:00",1760.93
"2017-05-14 02:57:00",1759.41
"2017-05-14 02:58:00",1758.34
"2017-05-14 02:59:00",1758.52
"2017-05-14 03:00:00",1759.59
"2017-05-14 03:01:00",1760.28
"2017-05-14 03:02:00",1755.73
"2017-05-14 03:03:00",1755.22
"2017-05-14 03:04:00",1758.47
"2017-05-14 03:05:00",1760.37
"2017-05-14 03:06:00",1760.2
"2017-05-14 03:07:00",1760.2
"2017-05-14 03:08:00",1759.77
"2017-05-14 03:09:00",1760.76
"2017-05-14 03:10:00",1762
"2017-05-14 03:11:00",1765.22
"2017-05-14 03:12:00",1765.68
"2017-05-14 03:13:00",1769
"2017-05-14 03:14:00",1773.13
"2017-05-14 03:15:00",1773.41
"2017-05-14 03:16:00",1773.53
"2017-05-14 03:17:00",1773.1
"2017-05-14 03:18:00",1773.41
"2017-05-14 03:19:00",1775.34
"2017-05-14 03:20:00",1775.32
"2017-05-14 03:21:00",1775.21
"2017-05-14 03:22:00",1775.28
"2017-05-14 03:23:00",1774.75
"2017-05-14 03:24:00",1775.55
"2017-05-14 03:25:00",1775.67
"2017-05-14 03:26:00",1775.15
"2017-05-14 03:27:00",1774.33
"2017-05-14 03:28:00",1773.95
"2017-05-14 03:29:00",1773.75
"2017-05-14 03:30:00",1772.99
"2017-05-14 03:31:00",1772.91
"2017-05-14 03:32:00",1772.71
"2017-05-14 03:33:00",1772.96
"2017-05-14 03:34:00",1772.44
"2017-05-14 03:35:00",1772.69
"2017-05-14 03:36:00",1772.89
"2017-05-14 03:37:00",1773.64
"2017-05-14 03:38:00",1773.85
"2017-05-14 03:39:00",1774.37
"2017-05-14 03:40:00",1773.65
"2017-05-14 03:41:00",1773.52
"2017-05-14 03:42:00",1774.07
"2017-05-14 03:43:00",1774.09
"2017-05-14 03:44:00",1774.34
"2017-05-14 03:45:00",1775.09
"2017-05-14 03:46:00",1775.84
"2017-05-14 03:47:00",1776.04
"2017-05-14 03:48:00",1775.16
"2017-05-14 03:49:00",1775.08
"2017-05-14 03:50:00",1774.69
"2017-05-14 03:51:00",1774.88
"2017-05-14 03:52:00",1775.5
"2017-05-14 03:53:00",1774.81
"2017-05-14 03:54:00",1773.79
"2017-05-14 03:55:00",1774.22
"2017-05-14 03:56:00",1774.36
"2017-05-14 03:57:00",1774.81
"2017-05-14 03:58:00",1774.88
"2017-05-14 03:59:00",1774.65
"2017-05-14 04:00:00",1774.8
"2017-05-14 04:01:00",1775.63
"2017-05-14 04:02:00",1775.65
"2017-05-14 04:03:00",1775.86
"2017-05-14 04:04:00",1775.95
"2017-05-14 04:05:00",1776.81
"2017-05-14 04:06:00",1777.04
"2017-05-14 04:07:00",1776.69
"2017-05-14 04:08:00",1776.63
"2017-05-14 04:09:00",1776.47
"2017-05-14 04:10:00",1776.57
"2017-05-14 04:11:00",1776.65
"2017-05-14 04:12:00",1775.85
"2017-05-14 04:13:00",1775.3
"2017-05-14 04:14:00",1774.84
"2017-05-14 04:15:00",1774.42
"2017-05-14 04:16:00",1773.82
"2017-05-14 04:17:00",1772.96
"2017-05-14 04:18:00",1773.08
"2017-05-14 04:19:00",1772.29
"2017-05-14 04:20:00",1772.25
"2017-05-14 04:21:00",1772.33
"2017-05-14 04:22:00",1772.03
"2017-05-14 04:23:00",1772.06
"2017-05-14 04:24:00",1770.55
"2017-05-14 04:25:00",1770.1
"2017-05-14 04:26:00",1769.78
"2017-05-14 04:27:00",1769.93
"2017-05-14 04:28:00",1769.82
"2017-05-14 04:29:00",1769.75
"2017-05-14 04:30:00",1765.36
"2017-05-14 04:31:00",1765.43
"2017-05-14 04:32:00",1765.79
"2017-05-14 04:33:00",1765.93
"2017-05-14 04:34:00",1765.63
"2017-05-14 04:35:00",1764.93
"2017-05-14 04:36:00",1765.03
"2017-05-14 04:37:00",1765.62
"2017-05-14 04:38:00",1765.14
"2017-05-14 04:39:00",1765.92
"2017-05-14 04:40:00",1766.06
"2017-05-14 04:41:00",1766.37
"2017-05-14 04:42:00",1761.34
"2017-05-14 04:43:00",1760.27
"2017-05-14 04:44:00",1761.01
"2017-05-14 04:45:00",1761.05
"2017-05-14 04:46:00",1761.45
"2017-05-14 04:47:00",1760.64
"2017-05-14 04:48:00",1760.67
"2017-05-14 04:49:00",1761.69
"2017-05-14 04:50:00",1761.71
"2017-05-14 04:51:00",1762.27
"2017-05-14 04:52:00",1761.26
"2017-05-14 04:53:00",1761.01
"2017-05-14 04:54:00",1756.1
"2017-05-14 04:55:00",1756.3
"2017-05-14 04:56:00",1756.4
"2017-05-14 04:57:00",1756.95
"2017-05-14 04:58:00",1757.53
"2017-05-14 04:59:00",1758.66
"2017-05-14 05:00:00",1760.25
"2017-05-14 05:01:00",1760.27
"2017-05-14 05:02:00",1759.76
"2017-05-14 05:03:00",1759.87
"2017-05-14 05:04:00",1759.83
"2017-05-14 05:05:00",1759.97
"2017-05-14 05:06:00",1760.16
"2017-05-14 05:07:00",1760.3
"2017-05-14 05:08:00",1761.23
"2017-05-14 05:09:00",1761.73
"2017-05-14 05:10:00",1764.12
"2017-05-14 05:11:00",1766.38
"2017-05-14 05:12:00",1767.61
"2017-05-14 05:13:00",1768.2
"2017-05-14 05:14:00",1768.76
"2017-05-14 05:15:00",1770.16
"2017-05-14 05:16:00",1770.28
"2017-05-14 05:17:00",1770.02
"2017-05-14 05:18:00",1771.24
"2017-05-14 05:19:00",1770.69
"2017-05-14 05:20:00",1771.1
"2017-05-14 05:21:00",1771.2
"2017-05-14 05:22:00",1771.08
"2017-05-14 05:23:00",1770.74
"2017-05-14 05:24:00",1770.68
"2017-05-14 05:25:00",1770.54
"2017-05-14 05:26:00",1770.65
"2017-05-14 05:27:00",1769.57
"2017-05-14 05:28:00",1771.25
"2017-05-14 05:29:00",1770.53
"2017-05-14 05:30:00",1770.7
"2017-05-14 05:31:00",1771.24
"2017-05-14 05:32:00",1771.23
"2017-05-14 05:33:00",1771.28
"2017-05-14 05:34:00",1770.55
"2017-05-14 05:35:00",1770.73
"2017-05-14 05:36:00",1770.75
"2017-05-14 05:37:00",1769.03
"2017-05-14 05:38:00",1769.02
"2017-05-14 05:39:00",1768.72
"2017-05-14 05:40:00",1767.91
"2017-05-14 05:41:00",1768.8
"2017-05-14 05:42:00",1770.15
"2017-05-14 05:43:00",1770.38
"2017-05-14 05:44:00",1770.66
"2017-05-14 05:45:00",1770.24
"2017-05-14 05:46:00",1770.96
"2017-05-14 05:47:00",1771.32
"2017-05-14 05:48:00",1772.32
"2017-05-14 05:49:00",1773.48
"2017-05-14 05:50:00",1774.19
"2017-05-14 05:51:00",1775.13
"2017-05-14 05:52:00",1775.11
"2017-05-14 05:53:00",1775.24
"2017-05-14 05:54:00",1774.73
"2017-05-14 05:55:00",1775.19
"2017-05-14 05:56:00",1774.99
"2017-05-14 05:57:00",1775.51
"2017-05-14 05:58:00",1775.62
"2017-05-14 05:59:00",1774.96
"2017-05-14 06:00:00",1775.01
"2017-05-14 06:01:00",1775.13
"2017-05-14 06:02:00",1775.34
"2017-05-14 06:03:00",1775.1
"2017-05-14 06:04:00",1775.45
"2017-05-14 06:05:00",1774.32
"2017-05-14 06:06:00",1774.02
"2017-05-14 06:07:00",1773.26
"2017-05-14 06:08:00",1772.99
"2017-05-14 06:09:00",1773.2
"2017-05-14 06:10:00",1773.31
"2017-05-14 06:11:00",1772.53
"2017-05-14 06:12:00",1773.08
"2017-05-14 06:13:00",1772.7
"2017-05-14 06:14:00",1772.13
"2017-05-14 06:15:00",1771.48
"2017-05-14 06:16:00",1771.94
"2017-05-14 06:17:00",1772.03
"2017-05-14 06:18:00",1771.54
"2017-05-14 06:19:00",1770.91
"2017-05-14 06:20:00",1770.67
"2017-05-14 06:21:00",1770.59
"2017-05-14 06:22:00",1770.59
"2017-05-14 06:23:00",1769.99
"2017-05-14 06:24:00",1769.86
"2017-05-14 06:25:00",1771.14
"2017-05-14 06:26:00",1771.81
"2017-05-14 06:27:00",1770.74
"2017-05-14 06:28:00",1771.34
"2017-05-14 06:29:00",1771.12
"2017-05-14 06:30:00",1769.91
"2017-05-14 06:31:00",1769.42
"2017-05-14 06:32:00",1769.9
"2017-05-14 06:33:00",1770.02
"2017-05-14 06:34:00",1769.35
"2017-05-14 06:35:00",1769.86
"2017-05-14 06:36:00",1769.8
"2017-05-14 06:37:00",1770.14
"2017-05-14 06:38:00",1769.96
"2017-05-14 06:39:00",1769.75
"2017-05-14 06:40:00",1769.01
