Date,Open,High,Low,Close
"2016-08-14 00:00:00",585.08,585.1,563.8,571.44
"2016-08-15 00:00:00",571.44,574.4,560.2,567.2
"2016-08-16 00:00:00",567.2,580.51,565.45,576.25
"2016-08-17 00:00:00",576.25,578.29,568.48,571.74
"2016-08-18 00:00:00",571.74,576.16,571.34,572.5
"2016-08-19 00:00:00",572.5,575.89,571.54,573.66
"2016-08-20 00:00:00",573.66,582.85,572.74,580.7
"2016-08-21 00:00:00",580.7,583.95,579.2,580.69
"2016-08-22 00:00:00",580.69,586.18,578.45,584.73
"2016-08-23 00:00:00",584.73,586.72,578.11,581.28
"2016-08-24 00:00:00",581.28,581.72,577.07,577.99
"2016-08-25 00:00:00",577.99,578.46,573.09,575.73
"2016-08-26 00:00:00",575.73,578.79,574.61,578.16
"2016-08-27 00:00:00",578.16,578.39,566.45,568.67
"2016-08-28 00:00:00",568.67,573.59,568.1,573.55
"2016-08-29 00:00:00",573.55,575.36,571.37,572.36
"2016-08-30 00:00:00",572.36,577.4,571.23,576
"2016-08-31 00:00:00",576,576.45,570.8,572.33
"2016-09-01 00:00:00",572.33,573.13,568.86,571.69
"2016-09-02 00:00:00",571.69,575.26,569.3,574.15
"2016-09-03 00:00:00",574.15,599.6,572.42,598.38
"2016-09-04 00:00:00",598.38,612.39,595.81,608.92
"2016-09-05 00:00:00",608.92,609.76,600.44,606.03
"2016-09-06 00:00:00",606.03,611.16,604.21,611.07
"2016-09-07 00:00:00",611.07,615.32,607.25,614.79
"2016-09-08 00:00:00",614.79,628.75,613.13,624.95
"2016-09-09 00:00:00",624.95,626,617.54,621.8
"2016-09-10 00:00:00",621.8,624.32,620.34,622.21
"2016-09-11 00:00:00",622.21,628.5,595.43,605.81
"2016-09-12 00:00:00",605.81,606.83,603.08,606.31
"2016-09-13 00:00:00",606.31,608.95,605.17,606.92
"2016-09-14 00:00:00",606.92,609.63,606.33,608.22
"2016-09-15 00:00:00",608.22,608.47,604.66,605.21
"2016-09-16 00:00:00",605.21,608.54,605,606.33
"2016-09-17 00:00:00",606.33,606.83,603.46,605.29
"2016-09-18 00:00:00",605.29,609.35,604.64,608.7
"2016-09-19 00:00:00",608.7,609.74,606.17,608.53
"2016-09-20 00:00:00",608.53,608.72,599.47,599.47
"2016-09-21 00:00:00",599.47,599.47,590.87,595.8
"2016-09-22 00:00:00",595.8,596.93,594.57,595.03
"2016-09-23 00:00:00",595.03,602.12,593.75,601.71
"2016-09-24 00:00:00",601.71,603.54,599.63,601.34
"2016-09-25 00:00:00",601.34,601.98,597.65,599.18
"2016-09-26 00:00:00",599.18,607.34,598.14,606.81
"2016-09-27 00:00:00",606.81,607.55,601.39,604.76
"2016-09-28 00:00:00",604.76,604.79,602.27,603.52
"2016-09-29 00:00:00",603.52,606.02,602.48,605.06
"2016-09-30 00:00:00",605.06,608.59,603.48,608.44
"2016-10-01 00:00:00",608.44,615.09,608.44,613.93
"2016-10-02 00:00:00",613.93,614.28,608.27,610.29
"2016-10-03 00:00:00",610.29,612.61,609.66,612.34
"2016-10-04 00:00:00",612.34,612.37,607.68,609.37
"2016-10-05 00:00:00",609.37,612.78,607.91,610.88
"2016-10-06 00:00:00",610.88,611.61,610.09,610.9
"2016-10-07 00:00:00",610.9,617.27,609.8,616.49
"2016-10-08 00:00:00",616.49,618.46,615.5,616.6
"2016-10-09 00:00:00",616.6,616.6,613.44,614.62
"2016-10-10 00:00:00",614.62,617.42,613.82,617.42
"2016-10-11 00:00:00",617.42,640.9,615.87,639.37
"2016-10-12 00:00:00",639.37,640.15,634.07,635.08
"2016-10-13 00:00:00",635.08,637.79,633.82,635.02
"2016-10-14 00:00:00",635.02,639.24,631.96,638.37
"2016-10-15 00:00:00",638.37,639.98,636.05,637.37
"2016-10-16 00:00:00",637.37,641.15,636.72,639.83
"2016-10-17 00:00:00",639.83,640.84,635.86,636.92
"2016-10-18 00:00:00",636.92,637.8,632.77,635.51
"2016-10-19 00:00:00",635.51,636.36,625.28,628.15
"2016-10-20 00:00:00",628.15,629.64,626.08,628.62
"2016-10-21 00:00:00",628.62,632.3,628.1,630.15
"2016-10-22 00:00:00",630.15,654.56,629.65,652.71
"2016-10-23 00:00:00",652.71,654.8,647.73,649.24
"2016-10-24 00:00:00",649.24,650.04,645.49,648.4
"2016-10-25 00:00:00",648.4,658.87,646.69,652.89
"2016-10-26 00:00:00",652.89,676.54,652.33,674.36
"2016-10-27 00:00:00",674.36,686.73,673.64,686.52
"2016-10-28 00:00:00",686.52,688.3,681.42,688.1
"2016-10-29 00:00:00",688.1,718.73,687.76,712.87
"2016-10-30 00:00:00",712.87,712.87,692.21,696.35
"2016-10-31 00:00:00",696.35,707.44,682.08,697.37
"2016-11-01 00:00:00",697.37,735.83,697.37,729.27
"2016-11-02 00:00:00",729.27,742.46,719.63,742.46
"2016-11-03 00:00:00",742.46,744.89,673.73,687.51
"2016-11-04 00:00:00",687.51,706.3,682.9,702.54
"2016-11-05 00:00:00",702.54,706.42,696.66,704.16
"2016-11-06 00:00:00",704.16,714.56,699.86,712.24
"2016-11-07 00:00:00",712.24,712.24,700.19,704.02
"2016-11-08 00:00:00",704.02,714.07,702,709.15
"2016-11-09 00:00:00",709.15,738.98,707.79,721.19
"2016-11-10 00:00:00",721.19,722.45,707.99,713.67
"2016-11-11 00:00:00",713.67,718.27,713.07,716.56
"2016-11-12 00:00:00",716.56,717.76,703.2,703.55
"2016-11-13 00:00:00",703.55,703.96,686.02,702.5
"2016-11-14 00:00:00",702.5,707.36,698.52,706.39
"2016-11-15 00:00:00",706.39,716.21,705.36,711.96
"2016-11-16 00:00:00",711.96,744.58,709.52,742.07
"2016-11-17 00:00:00",742.07,752.04,735.41,735.41
"2016-11-18 00:00:00",735.41,751.14,731.98,749.68
"2016-11-19 00:00:00",749.68,754.55,740.13,750.63
"2016-11-20 00:00:00",750.63,753.76,713.13,728.61
"2016-11-21 00:00:00",728.61,738.63,728.01,736.72
"2016-11-22 00:00:00",736.72,750.8,732.38,748.22
"2016-11-23 00:00:00",748.22,748.93,732.21,741.6
"2016-11-24 00:00:00",741.6,743.6,727.99,736.4
"2016-11-25 00:00:00",736.4,738.51,728.38,738.28
"2016-11-26 00:00:00",738.28,738.39,724.13,732.82
"2016-11-27 00:00:00",732.82,735.4,727.44,728.42
"2016-11-28 00:00:00",728.42,734.47,728.42,731.75
"2016-11-29 00:00:00",731.75,734.43,728.6,731.76
"2016-11-30 00:00:00",731.76,744.05,730.71,742.01
"2016-12-01 00:00:00",742.01,754.75,741.88,753.25
"2016-12-02 00:00:00",753.25,778.14,753.15,771.41
"2016-12-03 00:00:00",771.41,771.47,757.83,764.97
"2016-12-04 00:00:00",764.97,767.24,761.4,766.46
"2016-12-05 00:00:00",766.46,766.83,745.7,750.71
"2016-12-06 00:00:00",750.71,759.89,750.54,758.81
"2016-12-07 00:00:00",758.81,768.32,752.16,763.9
"2016-12-08 00:00:00",763.9,771.42,761.46,766.75
"2016-12-09 00:00:00",766.75,772.47,766.27,770.41
"2016-12-10 00:00:00",770.41,775.09,770.25,773.21
"2016-12-11 00:00:00",773.21,773.31,763.32,768.62
"2016-12-12 00:00:00",768.62,779.35,768.62,777.91
"2016-12-13 00:00:00",777.91,788.49,766.9,775.25
"2016-12-14 00:00:00",775.25,779.6,771.39,776.64
"2016-12-15 00:00:00",776.64,778.22,774.94,775.48
"2016-12-16 00:00:00",775.48,781.54,772.77,780.85
"2016-12-17 00:00:00",780.85,790.84,780.7,788.58
"2016-12-18 00:00:00",788.58,790.09,785.24,788.59
"2016-12-19 00:00:00",788.59,792.28,788.57,790.16
"2016-12-20 00:00:00",790.16,800.46,788.45,798.78
"2016-12-21 00:00:00",798.78,833.3,797.46,833.1
"2016-12-22 00:00:00",833.1,874.1,829.84,858.74
"2016-12-23 00:00:00",858.74,918.95,858.62,916.79
"2016-12-24 00:00:00",916.79,917.55,883.27,894.2
"2016-12-25 00:00:00",894.2,896.14,858.04,894.48
"2016-12-26 00:00:00",894.48,909.85,893.62,902.55
"2016-12-27 00:00:00",902.55,938.13,900.03,931.11
"2016-12-28 00:00:00",931.11,978.01,931.11,978.01
"2016-12-29 00:00:00",978.01,982.87,949.62,969.62
"2016-12-30 00:00:00",969.62,969.62,928.99,960.47
"2016-12-31 00:00:00",960.47,968.23,945.74,968.23
"2017-01-01 00:00:00",968.23,1003.25,962.58,997.69
"2017-01-02 00:00:00",997.69,1034.1,996.44,1018.05
"2017-01-03 00:00:00",1018.05,1036.14,1013.38,1030.82
"2017-01-04 00:00:00",1030.82,1141.16,1030.82,1129.87
"2017-01-05 00:00:00",1129.87,1153.02,887.46,1005.81
"2017-01-06 00:00:00",1005.81,1029.17,867.16,895.67
"2017-01-07 00:00:00",895.67,906.04,816.36,905.17
"2017-01-08 00:00:00",905.17,942.06,888.2,913.52
"2017-01-09 00:00:00",913.52,913.52,878.1,899.35
"2017-01-10 00:00:00",899.35,914.02,897.57,904.79
"2017-01-11 00:00:00",904.79,919.56,752.11,775.98
"2017-01-12 00:00:00",775.98,828.09,746.68,802.83
"2017-01-13 00:00:00",802.83,829.81,774.36,826.12
"2017-01-14 00:00:00",826.12,839.23,810.64,818.64
"2017-01-15 00:00:00",818.64,823.16,810.01,822.42
"2017-01-16 00:00:00",822.42,834.7,820.05,830.26
"2017-01-17 00:00:00",830.26,908.13,828.58,904.45
"2017-01-18 00:00:00",904.45,914.8,848.61,884.25
"2017-01-19 00:00:00",884.25,905.42,879.59,898.02
"2017-01-20 00:00:00",898.02,899.38,882.3,891.62
"2017-01-21 00:00:00",891.62,927.24,891.09,920.01
"2017-01-22 00:00:00",920.01,939.27,893.01,925.33
"2017-01-23 00:00:00",925.33,927,912.69,912.69
"2017-01-24 00:00:00",912.69,922.15,884.79,885.65
"2017-01-25 00:00:00",885.65,902.73,885.65,894.11
"2017-01-26 00:00:00",894.11,919.13,894.02,915.1
"2017-01-27 00:00:00",915.1,921.57,909.4,918.56
"2017-01-28 00:00:00",918.56,921.59,917.5,920.28
"2017-01-29 00:00:00",920.28,922.06,914,914.04
"2017-01-30 00:00:00",914.04,921.58,912.95,920.24
"2017-01-31 00:00:00",920.24,970.19,920.24,967.67
"2017-02-01 00:00:00",967.67,987.35,964.41,987.35
"2017-02-02 00:00:00",987.35,1010.08,977.52,1007.79
"2017-02-03 00:00:00",1007.79,1024.14,995.87,1018.11
"2017-02-04 00:00:00",1018.11,1040.09,1004.38,1033.65
"2017-02-05 00:00:00",1033.65,1033.65,1006.52,1013.99
"2017-02-06 00:00:00",1013.99,1030.4,1012.9,1024.61
"2017-02-07 00:00:00",1024.61,1054.73,1023.99,1052.54
"2017-02-08 00:00:00",1052.54,1069.99,1018.19,1054.34
"2017-02-09 00:00:00",1054.34,1077.76,942.45,988.95
"2017-02-10 00:00:00",988.95,1000.99,954.28,993.08
"2017-02-11 00:00:00",993.08,1016,987.81,1010
"2017-02-12 00:00:00",1010,1010,997.46,999.51
"2017-02-13 00:00:00",999.51,1007.28,976.29,996.86
"2017-02-14 00:00:00",996.86,1016.44,987.33,1009.25
"2017-02-15 00:00:00",1009.25,1011.33,1001,1009.12
"2017-02-16 00:00:00",1009.12,1039.85,1008.79,1034.08
"2017-02-17 00:00:00",1034.08,1058.27,1027.99,1053.12
"2017-02-18 00:00:00",1053.12,1066.84,1050.71,1058.41
"2017-02-19 00:00:00",1058.41,1061.32,1045.31,1052.82
"2017-02-20 00:00:00",1052.82,1084.5,1045.8,1083.24
"2017-02-21 00:00:00",1083.24,1126.49,1078.02,1123.66
"2017-02-22 00:00:00",1123.66,1135.86,1101.9,1122.19
"2017-02-23 00:00:00",1122.19,1186.33,1119.41,1178.38
"2017-02-24 00:00:00",1178.38,1206.6,1101.38,1180.92
"2017-02-25 00:00:00",1180.92,1184.18,1126.26,1151.58
"2017-02-26 00:00:00",1151.58,1183.35,1133.23,1179.97
"2017-02-27 00:00:00",1179.97,1196.8,1173.09,1194.28
"2017-02-28 00:00:00",1194.28,1210.16,1176.9,1190.89
"2017-03-01 00:00:00",1190.89,1230.02,1187.33,1230.02
"2017-03-02 00:00:00",1230.02,1284.33,1216.03,1260.92
"2017-03-03 00:00:00",1260.92,1293.47,1258.49,1290.79
"2017-03-04 00:00:00",1290.79,1290.79,1239.57,1267.68
"2017-03-05 00:00:00",1267.68,1277.88,1245.91,1277.68
"2017-03-06 00:00:00",1277.68,1285.18,1268.81,1280.87
"2017-03-07 00:00:00",1280.87,1282.44,1188.17,1232.43
"2017-03-08 00:00:00",1232.43,1239.75,1145.89,1150.48
"2017-03-09 00:00:00",1150.48,1208.64,1135.09,1191.81
"2017-03-10 00:00:00",1191.81,1325.81,1022.68,1117.02
"2017-03-11 00:00:00",1117.02,1200.38,1112.14,1181.64
"2017-03-12 00:00:00",1181.64,1237.78,1178.07,1229.5
"2017-03-13 00:00:00",1229.5,1247.26,1216.21,1243.24
"2017-03-14 00:00:00",1243.24,1257.8,1227.11,1246.31
"2017-03-15 00:00:00",1246.31,1260.42,1245.1,1259.6
"2017-03-16 00:00:00",1259.6,1260.63,1132.45,1172.91
"2017-03-17 00:00:00",1172.91,1172.91,1066.8,1070.13
"2017-03-18 00:00:00",1070.13,1096.88,944.11,970.6
"2017-03-19 00:00:00",970.6,1058.91,970.6,1017.8
"2017-03-20 00:00:00",1017.8,1052.21,1014.9,1041.34
"2017-03-21 00:00:00",1041.34,1119.07,1041.3,1115.04
"2017-03-22 00:00:00",1115.04,1115.17,990.7,1037.44
"2017-03-23 00:00:00",1037.44,1053.24,1016.83,1029.95
"2017-03-24 00:00:00",1029.95,1032.34,925.78,935.95
"2017-03-25 00:00:00",935.95,972.27,891.51,964.69
"2017-03-26 00:00:00",964.69,998.56,946.52,965.23
"2017-03-27 00:00:00",965.23,1042.9,958.77,1040.49
"2017-03-28 00:00:00",1040.49,1064.52,1017.17,1044.25
"2017-03-29 00:00:00",1044.25,1056.9,1010.05,1040.39
"2017-03-30 00:00:00",1040.39,1051.85,1023.19,1037.53
"2017-03-31 00:00:00",1037.53,1087.73,1037.52,1079.75
"2017-04-01 00:00:00",1079.75,1103.53,1069.78,1089.51
"2017-04-02 00:00:00",1089.51,1111.24,1077.59,1098.78
"2017-04-03 00:00:00",1098.78,1155.71,1098.77,1147.63
"2017-04-04 00:00:00",1147.63,1161.36,1125.83,1143.75
"2017-04-05 00:00:00",1143.75,1145.82,1113.08,1135
"2017-04-06 00:00:00",1135,1202.82,1135,1190.6
"2017-04-07 00:00:00",1190.6,1202.04,1176.37,1193.02
"2017-04-08 00:00:00",1193.02,1196.94,1170.58,1184.82
"2017-04-09 00:00:00",1184.82,1218.24,1178.4,1210.05
"2017-04-10 00:00:00",1210.05,1219.06,1202.78,1213.34
"2017-04-11 00:00:00",1213.34,1232.15,1204.36,1224.77
"2017-04-12 00:00:00",1224.77,1228.26,1213.65,1216.5
"2017-04-13 00:00:00",1216.5,1222.26,1154.9,1178.53
"2017-04-14 00:00:00",1178.53,1197.39,1169.89,1183.44
"2017-04-15 00:00:00",1183.44,1199.71,1178.35,1180.7
"2017-04-16 00:00:00",1180.7,1190.96,1178.09,1184.79
"2017-04-17 00:00:00",1184.79,1206.9,1181.78,1203.73
"2017-04-18 00:00:00",1203.73,1222.36,1203.39,1217.6
"2017-04-19 00:00:00",1217.6,1228.5,1209.18,1226.94
"2017-04-20 00:00:00",1226.94,1262.85,1220.45,1255.4
"2017-04-21 00:00:00",1255.4,1275.05,1247.79,1257.13
"2017-04-22 00:00:00",1257.13,1259.06,1220,1244.37
"2017-04-23 00:00:00",1244.37,1250.45,1230.68,1248.22
"2017-04-24 00:00:00",1248.22,1250.47,1238.11,1248.32
"2017-04-25 00:00:00",1248.32,1270.73,1248.19,1263.54
"2017-04-26 00:00:00",1263.54,1307.28,1263.49,1284.84
"2017-04-27 00:00:00",1284.84,1335.56,1283.31,1329.19
"2017-04-28 00:00:00",1329.19,1343.59,1282.93,1320.05
"2017-04-29 00:00:00",1320.05,1333.37,1311.25,1327.04
"2017-04-30 00:00:00",1327.04,1352.15,1308.74,1347.96
"2017-05-01 00:00:00",1347.96,1426.63,1346.27,1402.08
"2017-05-02 00:00:00",1402.08,1466.88,1397.06,1443.68
"2017-05-03 00:00:00",1443.68,1494.53,1431.18,1492
"2017-05-04 00:00:00",1492,1594.63,1442.73,1515.63
"2017-05-05 00:00:00",1515.63,1591.97,1491.67,1512.21
"2017-05-06 00:00:00",1512.21,1552.44,1512.11,1548.29
"2017-05-07 00:00:00",1548.29,1560.01,1525.89,1555.47
"2017-05-08 00:00:00",1555.47,1639.43,1555.47,1639.32
"2017-05-09 00:00:00",1639.32,1753.59,1615.63,1706.93
"2017-05-10 00:00:00",1706.93,1782.89,1690.4,1756.8
"2017-05-11 00:00:00",1756.8,1848.75,1732.13,1807.37
"2017-05-12 00:00:00",1807.37,1808.55,1644.64,1676.99
"2017-05-13 00:00:00",1676.99,1759.96,1587.69,1759.96
"2017-05-14 00:00:00",1759.96,1799.65,1740.2,1772.42
"2017-05-15 00:00:00",1772.42,1773.49,1772.42,1772.78
"2017-05-15 00:15:00",1772.78,1773.36,1772.49,1772.59
"2017-05-15 00:30:00",1772.59,1772.59,1769.94,1769.72
"2017-05-15 00:45:00",1769.72,1770.77,1768.28,1769.4
"2017-05-15 01:00:00",1769.4,1771.54,1769.4,1770.3
"2017-05-15 01:15:00",1770.3,1770.3,1758.58,1763.07
"2017-05-15 01:30:00",1763.07,1764.56,1761.25,1761.86
"2017-05-15 01:45:00",1761.86,1764.08,1761.12,1761.64
"2017-05-15 02:00:00",1761.64,1761.67,1755.07,1755.54
"2017-05-15 02:15:00",1755.54,1756.53,1752.44,1752.85
"2017-05-15 02:30:00",1752.85,1753.21,1752.2,1754.26
"2017-05-15 02:45:00",1754.26,1754.26,1750.07,1749
"2017-05-15 03:00:00",1749,1752.98,1749,1753.41
"2017-05-15 03:15:00",1753.41,1758.11,1753.41,1758.28
"2017-05-15 03:30:00",1758.28,1758.28,1755.27,1755.49
"2017-05-15 03:45:00",1755.49,1755.49,1747.6,1747.04
"2017-05-15 04:00:00",1747.04,1747.04,1736.43,1736.37
"2017-05-15 04:15:00",1736.37,1739.54,1735.61,1738.88
"2017-05-15 04:30:00",1738.88,1738.88,1714.9,1714.49
"2017-05-15 04:45:00",1714.49,1720.51,1714.49,1718.65
"2017-05-15 05:00:00",1718.65,1720.56,1706.69,1721.62
"2017-05-15 05:15:00",1721.62,1725.34,1717.51,1724.63
"2017-05-15 05:30:00",1724.63,1724.63,1714.15,1714.59
"2017-05-15 05:45:00",1714.59,1720.4,1714.59,1721.23
"2017-05-15 06:00:00",1721.23,1724.63,1718.16,1725.84
"2017-05-15 06:15:00",1725.84,1726.68,1722.82,1724.72
"2017-05-15 06:30:00",1724.72,1729.35,1722.42,1728.67
"2017-05-15 06:45:00",1728.67,1731.28,1728.14,1731.5
"2017-05-15 07:00:00",1731.5,1733.71,1728.5,1728.44
"2017-05-15 07:15:00",1728.44,1729.92,1726.6,1726.16
"2017-05-15 07:30:00",1726.16,1727.6,1723.33,1724.18
"2017-05-15 07:45:00",1724.18,1724.63,1721.97,1721.26
"2017-05-15 08:00:00",1721.26,1721.26,1710.3,1708.14
"2017-05-15 08:15:00",1708.14,1708.14,1684.99,1692.15
"2017-05-15 08:30:00",1692.15,1702.96,1692.15,1700.56
"2017-05-15 08:45:00",1700.56,1700.56,1686.89,1687.35
"2017-05-15 09:00:00",1687.35,1690.99,1687.23,1685.86
"2017-05-15 09:15:00",1685.86,1685.86,1667.19,1676.99
"2017-05-15 09:30:00",1676.99,1692.48,1676.99,1692.29
"2017-05-15 09:45:00",1692.29,1699.84,1692,1699.32
"2017-05-15 10:00:00",1699.32,1710.38,1699.32,1708.13
"2017-05-15 10:15:00",1708.13,1711.8,1708.13,1709.87
"2017-05-15 10:30:00",1709.87,1710.07,1705.78,1703
"2017-05-15 10:45:00",1703,1705.45,1700.76,1702.67
"2017-05-15 11:00:00",1702.67,1708.23,1702.67,1704.62
"2017-05-15 11:15:00",1704.62,1706.28,1703.24,1706.2
"2017-05-15 11:30:00",1706.2,1718.61,1706.2,1718.26
"2017-05-15 11:45:00",1718.26,1718.79,1714.08,1714
"2017-05-15 12:00:00",1714,1714.46,1710.07,1711.15
"2017-05-15 12:15:00",1711.15,1711.27,1709.91,1710.6
"2017-05-15 12:30:00",1710.6,1710.74,1706.98,1707.41
"2017-05-15 12:45:00",1707.41,1707.41,1700.78,1703.12
"2017-05-15 13:00:00",1703.12,1703.12,1697.03,1696.31
"2017-05-15 13:15:00",1696.31,1700.49,1696.31,1700.19
"2017-05-15 13:30:00",1700.19,1703.1,1699.7,1704.38
"2017-05-15 13:45:00",1704.38,1704.38,1702.79,1702.92
"2017-05-15 14:00:00",1702.92,1705.7,1700.67,1698.33
"2017-05-15 14:15:00",1698.33,1698.6,1694.25,1697.99
"2017-05-15 14:30:00",1697.99,1698.21,1675.27,1676.42
"2017-05-15 14:45:00",1676.42,1684.34,1676.42,1678.08
"2017-05-15 15:00:00",1678.08,1678.08,1652.16,1662.67
"2017-05-15 15:15:00",1662.67,1663.64,1657.64,1657.2
"2017-05-15 15:30:00",1657.2,1662.61,1656.37,1663.71
"2017-05-15 15:45:00",1663.71,1669,1663.71,1669.11
"2017-05-15 16:00:00",1669.11,1670.84,1661.2,1660.32
"2017-05-15 16:15:00",1660.32,1681.02,1659.74,1681.44
"2017-05-15 16:30:00",1681.44,1684,1678.1,1684.02
"2017-05-15 16:45:00",1684.02,1685.09,1682.72,1682.69
"2017-05-15 17:00:00",1682.69,1684.27,1680.18,1686.46
"2017-05-15 17:15:00",1686.46,1698.73,1686.46,1699.07
"2017-05-15 17:30:00",1699.07,1699.07,1691.44,1692.41
"2017-05-15 17:45:00",1692.41,1692.76,1685.14,1685.14

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
